Nombre del Resort,Rate,Estrellas,Km de Freeride,Continente,Pais,Estado,Altitud,Facil,Intermedio,Dificil,Total de kilometros,Precio,Moneda,Tamaño del resort de esqui,Variedad de pistas,Fiabilidad de la nieve,Orientacion de mapas,Limpieza e higiene,Apres-ski,Snow parks,Esqui de fondo y senderos,pais,latitude,longitude,ISO Code
valgrisenche,1.7,,,Europe,Italy,Aosta Valley (Valle d'Aosta),2050.0,1.5,1.5,2.0,5,14.0,European Euro,1.7,2.1,,,,,,,IT,41.87194,12.56738,ITA
vallefura-pescocostanzo,1.9,,,Europe,Italy,Abruzzo,1729.0,3.8,2.4,2.1,8,27.0,European Euro,1.9,2.3,,,,,,,IT,41.87194,12.56738,ITA
weissenbach-alpinwellt,1.2,,,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),1433.0,0.4,0.3,0.0,0,0.0,-,1.2,1.2,,,,,,,IT,41.87194,12.56738,ITA
zum-zeri-passo-dei-due-santi,1.9,,,Europe,Italy,Tuscany (Toscana),1588.0,1.5,5.3,1.2,8,25.0,European Euro,1.9,2.2,,,,,,,IT,41.87194,12.56738,ITA
Les 3 Vallées – Val Thorens/Les Menuires/Méribel/Courchevel,4.6,5.0,50.0,Europe,France,Auvergne-Rhone-Alpes,3230.0,312.0,216.0,72.0,600,61.0,European Euro,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,FR,46.227638,2.213749,FRA
Tignes/Val d'Isère,4.6,5.0,20.0,Europe,France,Auvergne-Rhone-Alpes,3456.0,170.0,78.0,52.0,300,57.0,European Euro,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,FR,46.227638,2.213749,FRA
Serre Chevalier – Briançon/Chantemerle/Villeneuve-la-Salle/Le Monêtier-les-Bains,4.4,5.0,0.0,Europe,France,Provence-Alpes-Cote d'Azur,2800.0,138.0,80.0,32.5,250,49.9,European Euro,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,FR,46.227638,2.213749,FRA
La Plagne (Paradiski),4.4,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,3167.0,139.0,59.0,27.0,225,52.0,European Euro,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,FR,46.227638,2.213749,FRA
Les 2 Alpes,4.3,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,3523.0,110.0,56.0,34.0,200,50.0,European Euro,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,FR,46.227638,2.213749,FRA
Saint-Lary-Soulan,4.2,5.0,0.0,Europe,France,Occitania,2515.0,60.0,30.0,10.0,100,42.0,European Euro,4.0,4.3,,,,,,,FR,46.227638,2.213749,FRA
Alpe d'Huez,4.2,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,3330.0,70.0,130.0,50.0,250,52.5,European Euro,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,FR,46.227638,2.213749,FRA
Megève/Saint-Gervais,4.1,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,2353.0,98.0,134.0,31.0,263,46.5,European Euro,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,FR,46.227638,2.213749,FRA
Les Arcs/Peisey-Vallandry (Paradiski),4.1,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,3226.0,104.0,70.0,26.0,200,52.0,European Euro,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,FR,46.227638,2.213749,FRA
Le Grand Massif – Flaine/Les Carroz/Morillon/Samoëns/Sixt,4.1,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,2476.0,135.0,95.0,35.0,265,47.0,European Euro,5.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,FR,46.227638,2.213749,FRA
 Espace Diamant – Les Saisies/Notre-Dame-de-Bellecombe/Praz sur Arly/Flumet/Crest-Voland,4.1,4.0,0.0,Europe,France,Auvergne-Rhone-Alpes,2069.0,132.0,49.0,11.0,192,40.2,European Euro,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,FR,46.227638,2.213749,FRA
 Les Angles,4.0,4.0,0.0,Europe,France,Occitania,2376.0,22.0,23.0,10.0,55,39.0,European Euro,3.3,3.6,,,,,,,FR,46.227638,2.213749,FRA
 Peyragudes,4.0,4.0,0.0,Europe,France,Occitania,2400.0,30.0,26.0,4.0,60,39.5,European Euro,3.4,3.6,,,,,,,FR,46.227638,2.213749,FRA
 Les Sybelles – Le Corbier/La Toussuire/Les Bottières/St Colomban des Villards/St Sorlin/St Jean d’Arves,4.0,4.0,0.0,Europe,France,Auvergne-Rhone-Alpes,2620.0,53.0,239.0,18.5,310,44.2,European Euro,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,FR,46.227638,2.213749,FRA
varsrisoul-la-foret-blanche,3.9,,,Europe,France,Provence-Alpes-Cote d'Azur,2750.0,75.0,90.0,20.0,185,39.5,European Euro,4.8,5.0,,,,,,,FR,46.227638,2.213749,FRA
le-grand-domaine-valmoreldoucycelliersst-francois-longchamp,3.9,,,Europe,France,Auvergne-Rhone-Alpes,2550.0,115.0,35.0,15.0,165,44.6,European Euro,4.8,5.0,,,,,,,FR,46.227638,2.213749,FRA
espace-san-bernardo-la-rosierela-thuile,3.9,,,Europe,France,Auvergne-Rhone-Alpes,2641.0,55.0,83.0,22.0,160,43.5,European Euro,4.8,5.0,,,,,,,FR,46.227638,2.213749,FRA
val-cenis-lanslevillardlanslebourgtermignon,3.8,,,Europe,France,Auvergne-Rhone-Alpes,2800.0,73.0,42.0,10.0,125,35.5,European Euro,4.6,4.8,,,,,,,FR,46.227638,2.213749,FRA
les-contamineshauteluce,3.8,,,Europe,France,Auvergne-Rhone-Alpes,2437.0,40.0,60.0,20.0,120,39.5,European Euro,4.4,4.7,,,,,,,FR,46.227638,2.213749,FRA
les-7-laux-prapoutelle-pleynetpipay,3.8,,,Europe,France,Auvergne-Rhone-Alpes,2400.0,46.0,36.0,38.0,120,36.0,European Euro,4.4,4.8,,,,,,,FR,46.227638,2.213749,FRA
la-clusazmanigod,3.8,,,Europe,France,Auvergne-Rhone-Alpes,2477.0,62.0,40.0,23.0,125,37.8,European Euro,4.5,4.8,,,,,,,FR,46.227638,2.213749,FRA
espace-villard-correncon-villard-de-lanscorrencon-en-vercors,3.8,,,Europe,France,Auvergne-Rhone-Alpes,2050.0,50.0,50.0,25.0,125,35.5,European Euro,4.5,4.8,,,,,,,FR,46.227638,2.213749,FRA
espace-lumiere-pra-loupval-dallos,3.8,,,Europe,France,Provence-Alpes-Cote d'Azur,2576.0,56.0,93.5,30.5,180,39.0,European Euro,4.7,5.0,,,,,,,FR,46.227638,2.213749,FRA
 Isola 2000,3.7,4.0,0.0,Europe,France,Provence-Alpes-Cote d'Azur,2603.0,75.0,35.0,10.0,120,34.5,European Euro,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,FR,46.227638,2.213749,FRA
. Les Houches/Saint-Gervais – Prarion/Bellevue (Chamonix),3.7,3.0,0.0,Europe,France,Auvergne-Rhone-Alpes,1900.0,25.0,25.0,5.0,55,43.5,European Euro,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,FR,46.227638,2.213749,FRA
Brévent/Flégère (Chamonix),3.7,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,2525.0,11.0,25.0,20.0,56,51.5,European Euro,3.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,FR,46.227638,2.213749,FRA
 Grand Tourmalet/Pic du Midi – La Mongie/Barèges,3.7,4.0,0.0,Europe,France,Occitania,2500.0,58.0,35.0,7.0,100,43.0,European Euro,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,FR,46.227638,2.213749,FRA
 Auron (Saint-Etienne-de-Tinée),3.6,4.0,0.0,Europe,France,Provence-Alpes-Cote d'Azur,2450.0,60.0,45.0,30.0,135,34.5,European Euro,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,FR,46.227638,2.213749,FRA
orcieres-merlette-1850,3.6,,,Europe,France,Provence-Alpes-Cote d'Azur,2725.0,55.0,38.0,7.0,100,34.0,European Euro,4.0,4.2,,,,,,,FR,46.227638,2.213749,FRA
les-orres,3.6,,,Europe,France,Provence-Alpes-Cote d'Azur,2720.0,30.0,60.0,10.0,100,35.5,European Euro,4.1,4.4,,,,,,,FR,46.227638,2.213749,FRA
devoluy-superdevoluyla-joue-du-loup,3.6,,,Europe,France,Provence-Alpes-Cote d'Azur,2450.0,60.0,30.0,10.0,100,36.1,European Euro,4.1,4.4,,,,,,,FR,46.227638,2.213749,FRA
chamrousse,3.6,,,Europe,France,Auvergne-Rhone-Alpes,2250.0,45.0,35.0,10.0,90,34.5,European Euro,3.9,4.2,,,,,,,FR,46.227638,2.213749,FRA
Grands Montets – Argentière (Chamonix),3.5,5.0,0.0,Europe,France,Auvergne-Rhone-Alpes,3275.0,6.0,9.0,14.0,29,63.5,European Euro,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,FR,46.227638,2.213749,FRA
valfrejus,3.5,,,Europe,France,Auvergne-Rhone-Alpes,2737.0,40.0,20.0,10.0,70,30.0,European Euro,3.7,4.0,,,,,,,FR,46.227638,2.213749,FRA
puy-saint-vincent,3.5,,,Europe,France,Provence-Alpes-Cote d'Azur,2677.0,28.0,34.0,13.0,75,33.5,European Euro,3.8,4.1,,,,,,,FR,46.227638,2.213749,FRA
les-portes-du-mont-blanc-comblouxmegeve-le-jailletla-giettaz,3.5,,,Europe,France,Auvergne-Rhone-Alpes,1835.0,28.0,50.0,7.0,85,35.0,European Euro,3.8,4.0,,,,,,,FR,46.227638,2.213749,FRA
le-grand-bornand,3.5,,,Europe,France,Auvergne-Rhone-Alpes,2100.0,49.0,29.0,8.0,86,36.5,European Euro,3.9,4.1,,,,,,,FR,46.227638,2.213749,FRA
ax-3-domaines-ax-les-thermes,3.5,,,Europe,France,Occitania,2346.0,40.0,25.0,15.0,80,37.5,European Euro,3.8,4.1,,,,,,,FR,46.227638,2.213749,FRA
valbergbeuil-les-launes,3.4,,,Europe,France,Provence-Alpes-Cote d'Azur,2020.0,45.0,35.0,10.0,90,32.3,European Euro,3.9,4.2,,,,,,,FR,46.227638,2.213749,FRA
piau-engaly,3.4,,,Europe,France,Occitania,2528.0,35.0,22.0,8.0,65,37.0,European Euro,3.6,3.9,,,,,,,FR,46.227638,2.213749,FRA
la-norma,3.4,,,Europe,France,Auvergne-Rhone-Alpes,2750.0,17.0,43.0,5.0,65,30.0,European Euro,3.6,3.8,,,,,,,FR,46.227638,2.213749,FRA
super-sauze,3.3,,,Europe,France,Provence-Alpes-Cote d'Azur,2450.0,35.0,20.0,10.0,65,29.5,European Euro,3.6,3.9,,,,,,,FR,46.227638,2.213749,FRA
sainte-foy-tarentaise,3.3,,,Europe,France,Auvergne-Rhone-Alpes,2620.0,10.0,25.0,6.0,41,31.5,European Euro,3.1,3.4,,,,,,,FR,46.227638,2.213749,FRA
luz-ardiden,3.3,,,Europe,France,Occitania,2500.0,7.0,20.0,3.0,30,34.0,European Euro,2.8,3.1,,,,,,,FR,46.227638,2.213749,FRA
les-karellis,3.3,,,Europe,France,Auvergne-Rhone-Alpes,2520.0,26.0,25.0,9.0,60,28.0,European Euro,3.4,3.7,,,,,,,FR,46.227638,2.213749,FRA
aussois,3.3,,,Europe,France,Auvergne-Rhone-Alpes,2750.0,30.0,22.0,3.0,55,29.0,European Euro,3.4,3.6,,,,,,,FR,46.227638,2.213749,FRA
areches-beaufort,3.3,,,Europe,France,Auvergne-Rhone-Alpes,2300.0,15.0,20.0,15.0,50,29.7,European Euro,3.3,3.7,,,,,,,FR,46.227638,2.213749,FRA
st-jean-montclar,3.2,,,Europe,France,Provence-Alpes-Cote d'Azur,2500.0,25.0,20.0,5.0,50,28.0,European Euro,3.3,3.6,,,,,,,FR,46.227638,2.213749,FRA
porte-puymorens,3.2,,,Europe,France,Occitania,2471.0,21.0,20.0,9.0,50,31.0,European Euro,3.2,3.5,,,,,,,FR,46.227638,2.213749,FRA
le-seignus,3.2,,,Europe,France,Provence-Alpes-Cote d'Azur,2426.0,25.0,20.0,5.0,50,28.0,European Euro,3.2,3.5,,,,,,,FR,46.227638,2.213749,FRA
le-lioran,3.2,,,Europe,France,Auvergne-Rhone-Alpes,1850.0,30.0,20.0,10.0,60,32.0,European Euro,3.4,3.7,,,,,,,FR,46.227638,2.213749,FRA
gourette-eaux-bonnes,3.2,,,Europe,France,New Aquitaine (Nouvelle-Aquitaine),2450.0,18.0,13.0,4.0,35,37.5,European Euro,3.0,3.3,,,,,,,FR,46.227638,2.213749,FRA
font-romeubolquere-pyrenees-2000,3.2,,,Europe,France,Occitania,2213.0,30.0,19.0,9.0,58,39.0,European Euro,3.3,3.6,,,,,,,FR,46.227638,2.213749,FRA
thollon-les-memises,3.1,,,Europe,France,Auvergne-Rhone-Alpes,2000.0,20.0,28.0,0.0,48,22.0,European Euro,3.2,3.2,,,,,,,FR,46.227638,2.213749,FRA
st-pierre-de-chartreuse-le-planolet,3.1,,,Europe,France,Auvergne-Rhone-Alpes,1800.0,18.0,12.0,5.0,35,21.0,European Euro,2.9,3.2,,,,,,,FR,46.227638,2.213749,FRA
praz-de-lyssommand-taningesmieussy,3.1,,,Europe,France,Auvergne-Rhone-Alpes,1966.0,25.6,16.1,6.3,48,28.5,European Euro,3.1,3.4,,,,,,,FR,46.227638,2.213749,FRA
le-lys-cauterets,3.1,,,Europe,France,Occitania,2415.0,21.0,12.0,3.0,36,37.0,European Euro,3.0,3.2,,,,,,,FR,46.227638,2.213749,FRA
lelexcrozet,3.1,,,Europe,France,Auvergne-Rhone-Alpes,1680.0,16.9,7.4,4.2,28,28.0,European Euro,2.7,3.0,,,,,,,FR,46.227638,2.213749,FRA
hirmentazles-haberes-bellevauxhabere-poche,3.1,,,Europe,France,Auvergne-Rhone-Alpes,1610.0,30.0,17.0,3.0,50,24.9,European Euro,3.2,3.4,,,,,,,FR,46.227638,2.213749,FRA
alpe-du-grand-serre-la-morte,3.1,,,Europe,France,Auvergne-Rhone-Alpes,2184.0,36.0,17.0,2.0,55,28.0,European Euro,3.3,3.5,,,,,,,FR,46.227638,2.213749,FRA
superbesse-puy-de-sancy,3.0,,,Europe,France,Auvergne-Rhone-Alpes,1850.0,30.0,9.0,4.0,43,32.5,European Euro,3.0,3.2,,,,,,,FR,46.227638,2.213749,FRA
roc-denfer-st-jean-daulps-la-grande-terchebellevaux-la-chevrerie,3.0,,,Europe,France,Auvergne-Rhone-Alpes,1800.0,6.0,21.0,1.0,28,24.4,European Euro,2.7,2.9,,,,,,,FR,46.227638,2.213749,FRA
pralognan-la-vanoise,3.0,,,Europe,France,Auvergne-Rhone-Alpes,2355.0,7.0,17.0,2.0,26,29.5,European Euro,2.7,2.9,,,,,,,FR,46.227638,2.213749,FRA
metabief,3.0,,,Europe,France,Bourgogne-Franche-Comte,1420.0,19.6,18.0,2.4,40,26.5,European Euro,2.9,3.1,,,,,,,FR,46.227638,2.213749,FRA
luchon-superbagneres,3.0,,,Europe,France,Occitania,2125.0,16.0,10.0,6.0,32,34.5,European Euro,2.8,3.1,,,,,,,FR,46.227638,2.213749,FRA
les-brasses,3.0,,,Europe,France,Auvergne-Rhone-Alpes,1500.0,15.0,12.0,3.0,30,26.5,European Euro,2.8,3.1,,,,,,,FR,46.227638,2.213749,FRA
le-mont-dore,3.0,,,Europe,France,Auvergne-Rhone-Alpes,1840.0,30.0,10.0,1.0,41,32.5,European Euro,3.0,3.2,,,,,,,FR,46.227638,2.213749,FRA
le-collet-dallevard,3.0,,,Europe,France,Auvergne-Rhone-Alpes,2140.0,20.0,13.0,2.0,35,22.5,European Euro,2.9,3.1,,,,,,,FR,46.227638,2.213749,FRA
la-colmiane,3.0,,,Europe,France,Provence-Alpes-Cote d'Azur,1800.0,22.0,6.0,2.0,30,22.0,European Euro,2.7,2.9,,,,,,,FR,46.227638,2.213749,FRA
guzet,3.0,,,Europe,France,Occitania,2100.0,20.0,14.0,6.0,40,31.5,European Euro,3.1,3.4,,,,,,,FR,46.227638,2.213749,FRA
gerardmer-la-mauselaine,3.0,,,Europe,France,Grand-Est,1132.0,24.0,14.0,2.0,40,27.0,European Euro,2.9,3.1,,,,,,,FR,46.227638,2.213749,FRA
bonneval-sur-arc,3.0,,,Europe,France,Auvergne-Rhone-Alpes,3000.0,13.0,11.0,1.0,25,28.0,European Euro,2.7,2.9,,,,,,,FR,46.227638,2.213749,FRA
balmeles-autannes-vallorcinele-tour,3.0,,,Europe,France,Auvergne-Rhone-Alpes,2270.0,13.0,16.0,0.0,29,51.5,European Euro,2.7,2.7,,,,,,,FR,46.227638,2.213749,FRA
artouste,3.0,,,Europe,France,New Aquitaine (Nouvelle-Aquitaine),2100.0,8.0,15.0,4.0,27,27.5,European Euro,2.7,3.0,,,,,,,FR,46.227638,2.213749,FRA
abries,3.0,,,Europe,France,Provence-Alpes-Cote d'Azur,2450.0,15.0,15.0,3.0,33,28.5,European Euro,2.9,3.1,,,,,,,FR,46.227638,2.213749,FRA
sainte-anne-la-condamine-la-condamine-chatelard,2.9,,,Europe,France,Provence-Alpes-Cote d'Azur,2400.0,18.3,10.5,2.8,31,19.0,European Euro,2.8,3.0,,,,,,,FR,46.227638,2.213749,FRA
roubion-les-buisses,2.9,,,Europe,France,Provence-Alpes-Cote d'Azur,1920.0,16.0,12.0,2.0,30,17.0,European Euro,2.8,3.0,,,,,,,FR,46.227638,2.213749,FRA
reallon,2.9,,,Europe,France,Provence-Alpes-Cote d'Azur,2146.0,20.0,8.0,2.0,30,23.5,European Euro,2.8,3.0,,,,,,,FR,46.227638,2.213749,FRA
pelvouxvallouise,2.9,,,Europe,France,Provence-Alpes-Cote d'Azur,2300.0,13.7,8.0,1.3,23,20.7,European Euro,2.7,2.9,,,,,,,FR,46.227638,2.213749,FRA
molines-en-queyrassaint-veran,2.9,,,Europe,France,Provence-Alpes-Cote d'Azur,2800.0,20.0,12.0,1.0,33,28.5,European Euro,2.9,3.1,,,,,,,FR,46.227638,2.213749,FRA
mijouxla-faucille,2.9,,,Europe,France,Auvergne-Rhone-Alpes,1533.0,11.2,4.2,0.5,15,28.0,European Euro,2.3,2.5,,,,,,,FR,46.227638,2.213749,FRA
la-pierre-saint-martin,2.9,,,Europe,France,New Aquitaine (Nouvelle-Aquitaine),2153.0,13.4,10.0,1.6,25,35.0,European Euro,2.6,2.8,,,,,,,FR,46.227638,2.213749,FRA
gavarniegedre-les-especieres,2.9,,,Europe,France,Occitania,2322.0,17.0,12.0,4.0,33,27.5,European Euro,2.7,3.0,,,,,,,FR,46.227638,2.213749,FRA
chabanon,2.9,,,Europe,France,Provence-Alpes-Cote d'Azur,2050.0,18.0,15.0,7.0,40,24.0,European Euro,3.0,3.3,,,,,,,FR,46.227638,2.213749,FRA
ceillac-en-queyras,2.9,,,Europe,France,Provence-Alpes-Cote d'Azur,2500.0,12.0,12.0,1.0,25,28.5,European Euro,2.6,2.8,,,,,,,FR,46.227638,2.213749,FRA
bernex,2.9,,,Europe,France,Auvergne-Rhone-Alpes,2000.0,8.0,7.0,4.0,19,23.5,European Euro,2.6,2.9,,,,,,,FR,46.227638,2.213749,FRA
albiez-montrond,2.9,,,Europe,France,Auvergne-Rhone-Alpes,2200.0,25.0,7.0,3.0,35,25.4,European Euro,2.9,3.1,,,,,,,FR,46.227638,2.213749,FRA
val-louron,2.8,,,Europe,France,Occitania,2055.0,9.0,8.2,1.8,19,28.5,European Euro,2.5,2.8,,,,,,,FR,46.227638,2.213749,FRA
saint-leger-les-melezes,2.8,,,Europe,France,Provence-Alpes-Cote d'Azur,2001.0,10.0,12.0,2.0,24,21.0,European Euro,2.6,2.8,,,,,,,FR,46.227638,2.213749,FRA
puigmal,2.8,,,Europe,France,Occitania,2700.0,9.7,15.2,7.1,32,0.0,-,2.8,3.1,,,,,,,FR,46.227638,2.213749,FRA
meaudre,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1600.0,12.0,5.0,1.0,18,19.5,European Euro,2.4,2.6,,,,,,,FR,46.227638,2.213749,FRA
lessert-abondance,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1730.0,11.0,3.0,1.0,15,23.9,European Euro,2.3,2.5,,,,,,,FR,46.227638,2.213749,FRA
le-semnoz,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1704.0,12.0,5.0,1.0,18,16.4,European Euro,2.3,2.5,,,,,,,FR,46.227638,2.213749,FRA
le-mourtis,2.8,,,Europe,France,Occitania,1860.0,13.0,10.0,2.0,25,25.0,European Euro,2.5,2.7,,,,,,,FR,46.227638,2.213749,FRA
le-grand-puy,2.8,,,Europe,France,Provence-Alpes-Cote d'Azur,1736.0,12.0,7.0,3.0,22,18.0,European Euro,2.5,2.8,,,,,,,FR,46.227638,2.213749,FRA
la-bresse-hohneck,2.8,,,Europe,France,Grand-Est,1350.0,13.0,7.0,1.0,21,29.7,European Euro,2.4,2.6,,,,,,,FR,46.227638,2.213749,FRA
formigueres,2.8,,,Europe,France,Occitania,2320.0,15.0,6.0,1.0,22,32.0,European Euro,2.6,2.8,,,,,,,FR,46.227638,2.213749,FRA
col-de-rousset,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1700.0,22.0,5.0,2.0,29,17.0,European Euro,2.6,2.8,,,,,,,FR,46.227638,2.213749,FRA
chalmazel,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1600.0,5.0,5.0,2.0,12,21.0,European Euro,2.1,2.4,,,,,,,FR,46.227638,2.213749,FRA
autrans-la-sure,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1710.0,10.0,8.0,2.0,20,19.5,European Euro,2.5,2.8,,,,,,,FR,46.227638,2.213749,FRA
audibergue,2.8,,,Europe,France,Provence-Alpes-Cote d'Azur,1657.0,16.0,12.0,1.0,29,16.0,European Euro,2.6,2.8,,,,,,,FR,46.227638,2.213749,FRA
ascou-pailheres,2.8,,,Europe,France,Occitania,2000.0,11.0,7.0,2.0,20,23.0,European Euro,2.5,2.8,,,,,,,FR,46.227638,2.213749,FRA
ancelle,2.8,,,Europe,France,Provence-Alpes-Cote d'Azur,1850.0,16.0,12.0,2.0,30,24.2,European Euro,2.8,3.0,,,,,,,FR,46.227638,2.213749,FRA
aillons-margeriaz,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1785.0,18.2,4.0,1.8,24,19.0,European Euro,2.5,2.7,,,,,,,FR,46.227638,2.213749,FRA
aillon-le-jeune,2.8,,,Europe,France,Auvergne-Rhone-Alpes,1541.0,10.0,4.0,2.0,16,19.0,European Euro,2.4,2.7,,,,,,,FR,46.227638,2.213749,FRA
. Les Planards,2.7,1.0,0.0,Europe,France,Auvergne-Rhone-Alpes,1242.0,1.5,1.0,0.0,2,18.5,European Euro,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,FR,46.227638,2.213749,FRA
. Le Tourchet,1.0,1.0,0.0,Europe,France,Auvergne-Rhone-Alpes,1069.0,0.6,0.0,0.0,0,16.0,European Euro,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,FR,46.227638,2.213749,FRA
. Amnéville-Les-Thermes – Snowhall (indoor ski area),1.0,1.0,0.0,Europe,France,Grand-Est,280.0,0.7,0.0,0.0,0,70.0,European Euro,1.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,FR,46.227638,2.213749,FRA
aiguille-du-midi-chamonix,1.3,,,Europe,France,Auvergne-Rhone-Alpes,3842.0,0.0,0.0,0.0,0,60.0,European Euro,1.3,1.0,,,,,,,FR,46.227638,2.213749,FRA
aiguilles,1.5,,,Europe,France,Provence-Alpes-Cote d'Azur,1619.0,2.0,0.5,0.5,3,26.6,European Euro,1.5,1.8,,,,,,,FR,46.227638,2.213749,FRA
archamps,1.2,,,Europe,France,Auvergne-Rhone-Alpes,1290.0,0.8,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,FR,46.227638,2.213749,FRA
arvieux,2.4,,,Europe,France,Provence-Alpes-Cote d'Azur,2200.0,8.0,2.0,8.0,18,28.5,European Euro,2.4,2.7,,,,,,,FR,46.227638,2.213749,FRA
ballon-dalsace,1.5,,,Europe,France,Grand-Est,1231.0,2.1,1.8,0.8,4,19.0,European Euro,1.5,1.8,,,,,,,FR,46.227638,2.213749,FRA
bellefontaine,1.3,,,Europe,France,Bourgogne-Franche-Comte,1266.0,1.5,0.6,0.0,2,18.0,European Euro,1.3,1.3,,,,,,,FR,46.227638,2.213749,FRA
bleymard-mont-lozere,1.9,,,Europe,France,Occitania,1702.0,2.9,3.5,0.6,7,13.0,European Euro,1.9,2.1,,,,,,,FR,46.227638,2.213749,FRA
bourg-doueil,1.3,,,Europe,France,Occitania,1500.0,0.7,0.5,0.2,1,14.0,European Euro,1.3,1.6,,,,,,,FR,46.227638,2.213749,FRA
brabant-la-bresse,1.5,,,Europe,France,Grand-Est,980.0,2.8,2.0,0.0,4,16.0,European Euro,1.5,1.5,,,,,,,FR,46.227638,2.213749,FRA
bramans-val-darc,1.1,,,Europe,France,Auvergne-Rhone-Alpes,1300.0,0.3,0.0,0.0,0,8.5,European Euro,1.1,1.0,,,,,,,FR,46.227638,2.213749,FRA
brameloup-saint-chely-daubrac,1.7,,,Europe,France,Occitania,1395.0,4.0,2.0,0.0,6,16.0,European Euro,1.7,1.7,,,,,,,FR,46.227638,2.213749,FRA
camurac,2.2,,,Europe,France,Occitania,1780.0,8.3,1.6,4.3,14,19.5,European Euro,2.2,2.5,,,,,,,FR,46.227638,2.213749,FRA
ceueze-2000-gap,2.8,,,Europe,France,Provence-Alpes-Cote d'Azur,2020.0,20.0,15.0,0.0,35,19.0,European Euro,2.8,2.8,,,,,,,FR,46.227638,2.213749,FRA
champ-du-feu,1.9,,,Europe,France,Grand-Est,1068.0,5.0,2.8,0.0,7,23.0,European Euro,1.9,1.9,,,,,,,FR,46.227638,2.213749,FRA
chastreix-puy-de-sancy,2.3,,,Europe,France,Auvergne-Rhone-Alpes,1730.0,10.0,4.0,2.0,16,19.9,European Euro,2.3,2.6,,,,,,,FR,46.227638,2.213749,FRA
chaux-neuve,1.1,,,Europe,France,Bourgogne-Franche-Comte,1110.0,0.5,0.0,0.0,0,11.5,European Euro,1.1,1.0,,,,,,,FR,46.227638,2.213749,FRA
col-de-larzelier,1.7,,,Europe,France,Auvergne-Rhone-Alpes,1300.0,3.0,2.0,1.0,6,15.0,European Euro,1.7,2.0,,,,,,,FR,46.227638,2.213749,FRA
col-de-marcieu-saint-bernard-du-touvet,1.5,,,Europe,France,Auvergne-Rhone-Alpes,1350.0,2.0,1.2,0.0,3,14.0,European Euro,1.5,1.5,,,,,,,FR,46.227638,2.213749,FRA
col-de-porte,1.8,,,Europe,France,Auvergne-Rhone-Alpes,1760.0,3.0,2.0,0.0,5,14.0,European Euro,1.8,1.8,,,,,,,FR,46.227638,2.213749,FRA
col-de-turinicamp-dargent,1.5,,,Europe,France,Provence-Alpes-Cote d'Azur,1920.0,2.0,1.0,0.0,3,13.0,European Euro,1.5,1.5,,,,,,,FR,46.227638,2.213749,FRA
col-dornon,1.6,,,Europe,France,Auvergne-Rhone-Alpes,2000.0,1.6,1.5,1.4,4,12.0,European Euro,1.6,2.0,,,,,,,FR,46.227638,2.213749,FRA
col-du-barioz,1.3,,,Europe,France,Auvergne-Rhone-Alpes,1700.0,0.8,0.0,0.5,1,7.0,European Euro,1.3,1.3,,,,,,,FR,46.227638,2.213749,FRA
col-du-granier,1.3,,,Europe,France,Auvergne-Rhone-Alpes,1399.0,1.0,1.5,0.0,2,12.0,European Euro,1.3,1.3,,,,,,,FR,46.227638,2.213749,FRA
